Uniprot,SF ABF93_17-R1,SF ABF93_17-R2,SF ABF93_17-R3,SF ABF93_1-R1,SF ABF93_1-R2,SF ABF93_1-R3,SF ABF93_2-R1,SF ABF93_2-R2,SF ABF93_2-R3,SF ABF93_3-R1,SF ABF93_3-R2,SF ABF93_3-R3,SF ABF93_4-R1,SF ABF93_4-R2,SF ABF93_4-R3,SF ABF93_5-R1,SF ABF93_5-R2,SF ABF93_5-R3,SF ABF93_6-R1,SF ABF93_6-R2,SF ABF93_6-R3,SF ABF93_7-R1,SF ABF93_7-R2,SF ABF93_7-R3,SF ABF93_8-R1,SF ABF93_8-R2,SF ABF93_8-R3,SF ABF93_9-R1,SF ABF93_9-R2,SF ABF93_9-R3,SF ABF93_10-R1,SF ABF93_10-R2,SF ABF93_10-R3,SF ABF93_11-R1,SF ABF93_11-R2,SF ABF93_11-R3,SF ABF93_12-R1,SF ABF93_12-R2,SF ABF93_12-R3,SF ABF93_13-R1,SF ABF93_13-R2,SF ABF93_13-R3,SF ABF93_14-R1,SF ABF93_14-R2,SF ABF93_14-R3,SF ABF93_15-R1,SF ABF93_15-R2,SF ABF93_15-R3,SF ABF93_16-R1,SF ABF93_16-R2,SF ABF93_16-R3
,35.1747715449376,35.3490821147914,35.3548517869575,35.8960373312916,35.6557130345837,36.1205200312922,35.707456982376,35.2769514281004,35.6792519701162,35.5923278676918,35.228809379024,35.109993011901,35.2636815267029,35.2781117683528,35.2162468722655,35.6588633231885,35.6246632339668,35.5532107345785,35.3036733266171,35.1574342175026,35.2657514181016,35.3307754641195,35.2811059798042,35.0343295468472,35.2625987332688,35.2835967661805,35.3598862581437,35.5531791753687,35.040317090396,35.3454676441036,35.6550419502871,35.5965762939772,35.2913419626387,35.0942750430004,35.4323239660656,35.7077637636091,35.5231835581775,35.4423327651821,35.3988804042636,35.4445772113467,35.2613088978725,35.1987150008645,35.5096825782522,35.3746249985795,35.5582916860881,35.1680796833556,35.4089067019284,35.3594643720273,35.343914851806,35.2395167280164,35.198381179533
G3XSN2,30.9873931123685,31.1205135615432,31.2278686029451,31.0704516893664,31.5291160651475,31.4487149543684,30.9257873321989,31.2077336905421,31.1333423102584,31.2523148705178,31.002806692471,30.9780421798338,30.9889564771003,30.9485941962229,30.8971002603015,30.9422995642193,30.9771450318182,31.082146246146,30.8752552101299,31.0588335538675,30.9026644302901,30.9412362930787,31.0772033311869,31.0456156053594,30.9994920868466,31.0084190558275,30.9551947555202,30.9727511086863,30.8241076276985,31.0252665259961,31.0523200888726,31.1055016949686,30.9433602873118,31.3456907291706,31.4103374072595,31.4181781150821,31.1970726995572,30.9693211022387,31.2034262824965,31.2382700435717,30.930914233233,31.2179875485486,31.0764287128517,30.9546756576223,31.0056105947772,30.9604745977318,30.8218733637043,31.0446611231847,30.9339418903504,31.2046283118808,30.8943599968024
G3XSW3,32.6796914899676,32.7926664324835,32.8252633401857,32.0042912841961,32.5259197131328,32.3617362887617,32.7213004400097,32.6838528607192,32.4636599669902,32.5958309844123,32.9136972878069,32.8361678043192,32.6276032854305,32.8488180351387,32.673323161982,32.7429089006503,32.7121178442049,32.5777531011043,32.8419694390149,32.5570860880644,32.8450797032223,32.7439548904489,32.8670757333253,32.825866700249,32.9310856985451,32.8431980877357,32.5705933569648,32.5439019119013,32.4070280765237,32.4367290098215,32.5937299432669,32.6340274075248,32.6756598483672,32.5363550568081,32.7523111233217,32.5492395551529,32.0345427377086,32.5057811823702,32.7537111301252,32.9057422143428,32.5671293902497,32.5519177297416,32.6751489209494,32.7337619254745,32.4748526609671,32.7137701866512,32.8615041560801,32.5295549383435,32.5674137007956,32.5030912688574,32.7757093004708
G3XSZ0,31.5570652607061,31.2519439495708,31.4860932322402,30.70866241038,31.7394158545489,31.1998857795007,31.3452146564064,31.2903506587971,31.2504938963075,31.7601840267407,31.9792486034555,31.5225333160802,30.5780976761047,31.7917288584076,30.7205660759083,31.8990795212848,31.9275474072156,31.9440118842784,31.5164280984158,31.755297237272,31.5519960122577,30.8914673733457,30.2900444239137,31.1461613751918,31.6779860508754,,31.7021965985535,31.6195887172871,31.714829456691,32.1570682838619,31.2276573681949,30.9105625961309,30.7445154718884,31.2435484909335,31.9155363663859,31.5168862474791,32.0170668908168,31.8377879377646,31.4547559924616,32.2790361027092,31.4825516198013,31.9877967717531,31.4428343958408,30.9303456236128,30.9651592542162,,31.8432359140724,30.9822155760898,31.6476942017421,30.1700185734313,31.7808719374098
G3XR54,24.2908623455329,24.3484670819753,,26.128126676609,25.0930090360863,25.278843610174,,,,,,,,,,,25.0100522927576,24.277810071282,,,23.9442969882487,24.8321335207173,24.0591193126479,24.4699887263799,,23.8912199802187,23.2858358102466,,25.1849868390968,24.2175882083434,24.9137832731637,,24.7488927853986,24.8088277304896,,25.1979593038967,25.2292220563516,,23.2527805234411,,23.4708328906666,24.4494295796934,23.4450400983945,23.160484376074,24.449049636586,24.0985875222,,,,24.8531034499571,23.0468914998896
G3XVD1,29.0482856844073,,,27.7978050017028,27.7839139464094,,28.2155340861491,,,,,,29.0831605109569,28.9392654285295,29.2076580273846,28.3274747837555,,,28.8366377401791,,,,28.6302037906185,28.9851169160262,28.333881917453,28.7788696212225,28.5015435122201,,29.6482520459398,,,28.7011953559561,27.9099075074597,28.4980883829968,28.9498923177378,,29.1017229254167,,29.1051145668904,,28.423065672562,28.5924632496602,,28.385639149686,28.8666916940719,,28.4595470045551,,28.9371626529065,,28.9431488892695
G3XW62,34.8204170245397,35.0471854255561,35.0679468469427,33.5244479385422,34.2108607226716,34.0718529695138,33.8657310177763,33.9574480975049,34.1013854023187,34.9337886594487,34.8032720179819,34.6614584738873,35.1155250556386,35.1487943505338,35.0707225356473,34.6853989098616,34.5318009246243,34.7362801803211,35.2982184081406,35.3837975004547,35.2266854555497,34.936359452824,35.0073110154653,34.9733081360471,35.0191483918399,35.0935654477471,34.9384612995294,35.1654074888949,34.7793798239048,34.9686593668852,34.8418826768731,34.7583457834441,34.7165078761464,34.386559730205,34.5087882188652,34.5978185425516,34.5827762578527,34.7791975492886,34.9689222987363,35.222341193669,34.9122575413798,34.928151040396,34.4393210267286,34.6975350788327,34.5747850926137,34.5400720423164,34.6114014916352,34.7346912970344,35.1575033516175,35.1348677213509,35.1850187553859
G3XW65,31.5506104231314,31.6393514893792,31.7976294609967,31.7353222922875,32.1182732806816,31.6662679227657,31.9527102611797,31.4804456816595,31.7359707091186,31.9622913049055,31.9298561649023,31.7167210847598,31.9598198027058,31.7432511957495,31.787248396109,31.4637415423325,31.5004056866395,31.5174870435739,31.7232591591436,31.7617003171451,31.6942895485826,31.7565705849982,31.5583727142564,31.5185672721045,31.5942699535518,31.5840166009742,31.7262850146241,31.8476941325526,31.3097603250981,31.6742694476971,31.6620885029806,31.5431600438948,31.6576056356912,31.635979252851,31.8721617157942,31.718508093929,32.0619974695454,31.6456183199612,31.5241349996877,31.617742423501,31.6073223550841,31.5277599782315,31.4475878668025,31.403738505507,31.3589258429984,31.4642388292906,31.4415885079878,31.9096474760412,31.6192883887489,31.9131836734534,31.6578243937098
G3XW97,27.7352982430686,27.1866761030079,27.2697223550328,25.9675295332255,26.9573184178212,26.0151116151703,27.2330577395093,28.0260732051273,26.0629040922929,27.4863067644744,27.8049289449291,27.9250422802417,28.659327993145,27.8981063210234,27.6836137088272,27.91370056529,27.2649132884768,27.4975736366733,27.1006193393317,25.8333792190573,27.2534676463076,27.1512018343458,27.9506032386885,25.3834323998685,27.604232705391,26.8532154724299,27.2416491954217,27.8055574049122,26.9263956615534,25.4674873333685,27.6493984466814,26.379135540502,27.621334553937,27.2924020143067,27.9723626870925,,,27.2986873526551,26.7319797549508,27.2312528339921,27.5982403333556,27.2064120700174,27.7865501200427,27.3418774290168,27.210458484817,28.5360568904897,27.4801318794449,27.3666590915714,27.9257683330409,26.3607599144295,27.5891082067707
G3XWC2,30.600789137742,30.7404801370207,30.8094845501518,30.1535806881471,30.4674687159646,30.7270051325127,30.3739837728969,30.4126430570019,30.4315140269679,30.678181917745,30.7432345191152,30.2345096666437,30.3102279446952,30.8789835721333,30.9477237288716,29.8602943749236,30.2865168935809,30.9093356931071,30.9950972284454,30.4337314475213,31.3600653861312,29.9751553536459,30.2807605968603,30.5842347117026,30.7606415388512,30.4204167125474,30.7147527499579,30.8864738455481,30.8593413472169,30.7900868363906,30.5335017521821,30.1492953536078,29.9241538258767,29.3803417654643,29.6618840821333,30.3881131512773,30.0362000424697,30.4939373520274,29.7929840035327,30.4142635685037,30.5985738957358,30.088027495707,29.7075377002421,30.5961401196548,30.180879631224,29.8822952799939,30.3860471747752,30.3277762860833,30.4566715540428,30.3513936238192,30.7357399984203
G3XXG0,39.1801875303921,39.1891256101361,39.1900079696763,39.704720057085,39.4522885018661,39.2395776792466,39.1440431787973,39.4786437196302,39.1991040107769,39.2081171873844,39.161258766358,39.2649065722085,39.1060133412128,39.0866293607148,39.2234734706982,39.0479401503023,39.2166641973574,39.2231819634731,39.0454941182082,39.2658822546123,39.2097938481046,39.2449265328338,39.1279414402437,39.2079988449467,39.1597085381716,39.0618657901621,39.1353359493001,39.2609505329954,39.0888264701159,39.1899733388413,39.1639947935467,39.2490868221203,39.2720221228959,39.4462918471329,39.397074524673,39.3726798938767,39.2557181448522,39.1664202822018,39.2161297327948,39.13664310523,39.2581802787216,39.361939737901,39.3079749155028,39.3027463511384,39.3067441232985,39.2119618561227,39.0357329546418,39.1427706865974,39.0185692435597,39.1872504631504,39.1265154931254
