Uniprot,SF ABF93_17-R1,SF ABF93_17-R2,SF ABF93_17-R3,SF ABF93_1-R1,SF ABF93_1-R2,SF ABF93_1-R3,SF ABF93_2-R1,SF ABF93_2-R2,SF ABF93_2-R3,SF ABF93_3-R1,SF ABF93_3-R2,SF ABF93_3-R3,SF ABF93_4-R1,SF ABF93_4-R2,SF ABF93_4-R3,SF ABF93_5-R1,SF ABF93_5-R2,SF ABF93_5-R3,SF ABF93_6-R1,SF ABF93_6-R2,SF ABF93_6-R3,SF ABF93_7-R1,SF ABF93_7-R2,SF ABF93_7-R3,SF ABF93_8-R1,SF ABF93_8-R2,SF ABF93_8-R3,SF ABF93_9-R1,SF ABF93_9-R2,SF ABF93_9-R3,SF ABF93_10-R1,SF ABF93_10-R2,SF ABF93_10-R3,SF ABF93_11-R1,SF ABF93_11-R2,SF ABF93_11-R3,SF ABF93_12-R1,SF ABF93_12-R2,SF ABF93_12-R3,SF ABF93_13-R1,SF ABF93_13-R2,SF ABF93_13-R3,SF ABF93_14-R1,SF ABF93_14-R2,SF ABF93_14-R3,SF ABF93_15-R1,SF ABF93_15-R2,SF ABF93_15-R3,SF ABF93_16-R1,SF ABF93_16-R2,SF ABF93_16-R3
G3YFU7,29.6427920342273,30.2203675851623,29.879074145174,29.4593007452278,29.915010529558,29.6371581883707,30.5056854011115,30.2200886049521,29.8130451906121,29.3988091904745,30.0611275805818,30.0959207303502,30.0315790111708,30.1967282908329,29.8850865385318,29.6544242545581,30.5399597380311,30.0815810220432,29.7119657950305,29.8502579415541,29.7985673701309,30.1801320064476,30.2215649667222,29.6886264843588,29.9542325635327,30.2559188558403,30.1412578942878,29.7806201234329,29.9543166686333,29.1719796162476,29.7325663977563,29.7224285704737,30.1924160772129,30.0436407706204,29.9442712007359,29.7886795171951,29.0701782768757,29.6548856921367,29.6032395689433,30.4637027618059,29.4743490647434,29.8195458953758,30.1413654484358,30.5495715109912,30.0102037556662,30.5076942255842,30.471170778134,30.1777738173706,30.0821019457134,29.8564256320642,30.4215422396548
G3YFV2,29.2662796527098,29.6039626373676,29.4699070630686,29.3666692043671,29.3687673778078,29.2879200615475,29.4391294356628,29.104575932355,29.4507019548363,29.0574643434491,29.088578274365,29.45102631211,29.7676376481494,29.2188519186599,29.3852307299793,29.7072433682146,29.7308714105768,29.7546798801984,29.3416899297671,29.6483055391735,29.1771355440521,29.73673805536,29.60477319844,29.4587687449163,29.476866238761,29.4952082862589,29.5187144262321,29.5810750885928,29.092307193386,29.3949045484715,29.5080799419294,29.4877382993377,29.2623370403839,29.2124937902993,29.6059819306318,29.5126997183497,29.2732507579202,29.5816369167365,29.4056895477814,29.6180437248107,29.4095521362714,29.6786885566231,29.4918563610473,29.5049364184919,29.5233315784844,29.9380412018984,29.1270788048917,29.0119618012804,29.2313101750439,29.3540160582155,29.4433766271565
G3YFV4,29.440501680529,31.330511365783,30.8231244146752,,,,28.2012315521059,,,30.5900351316544,30.4849892374367,30.4021809816889,31.3706320034653,31.3182871985499,31.0991160352824,31.6711980001423,31.5993955119614,31.7263555363393,31.3330482246276,31.1631824749411,31.0039157852775,32.0249782926187,31.9531547291224,31.6792666332199,32.6106459465766,32.6670888156512,32.571390380887,31.4255106940164,31.0883956156553,30.0902247789044,31.2105648525863,31.7089426548331,31.2462552431652,31.3447578763464,30.846631763855,30.6795725571183,31.8494187730914,31.8630017227405,31.5102861073989,31.18028025141,30.8547276395994,31.061727676298,31.2409666818523,31.8118008344404,31.8445922072617,31.3131686370252,31.8146741172716,31.3263050954307,31.5872527205531,31.2760375320972,31.0368458043874
G3YFY0,28.8632077541429,29.0550961662059,28.925975047721,28.8060772989422,29.6867054666129,28.833811551738,28.8780883485805,29.0489149141605,29.1433523742488,28.7837466568402,28.7130037303982,29.2551383172807,28.847990544036,29.1417848797448,28.9659198826846,28.739639537056,28.4607531237382,28.7046514820007,28.6998476842764,28.4192956194514,28.4615869929919,28.6501329191064,28.4207287081292,28.0839884417735,28.8932322251544,28.4350165733694,29.2070749348507,28.7032803455232,28.1750840958364,28.3567647829805,28.9693712771207,28.3845967838805,28.9811149327616,27.3259514519869,29.277824049728,28.3064588395731,,28.1715500467434,28.0681839261983,28.7002095942136,28.8128639785414,28.5429371910337,28.3926625797078,29.1208854331202,28.9504457288775,28.6647104623786,28.3005505660179,28.6865907900976,28.4952947270113,28.817046941487,28.5829331514028
G3YG45,26.3851320426787,26.1757980492774,25.0774743936642,,25.7831863896763,25.8326246810534,,25.4617713537239,25.6485151760579,25.8654457261661,,,25.7582343426424,25.6449827613077,25.5668177908757,26.0647089397661,26.0585714338132,26.1172759757082,,25.5236759958939,25.4736526243263,26.4150060053861,24.3400087107858,25.4226469518408,25.9263093519126,24.1372036993883,26.1277425698829,25.8546769245392,25.4625417264924,26.1849637927943,25.976355917551,26.2232902616537,25.0427691707576,25.7199766248284,,26.6675421041767,26.8158268605742,24.3555599939171,25.9089420065231,26.0931900175755,25.1813011614425,26.4519856397351,26.6166717973344,25.1726854843867,26.9022222647516,25.5446124537293,,25.676832882744,25.2848818054419,25.9744723474387,25.9257429867177
G3YG56,31.7855691368283,,,,30.096206210431,,31.0499322930307,,,,32.1384442239221,,,31.8335691758796,31.3611277627166,31.3413320597407,31.5410669424684,,31.8651930965143,31.3855332152114,,34.3409378076315,31.8754386296094,,31.8918734186958,30.9511621532911,31.6210031825215,32.0389351672673,30.5404260235842,31.3725218995665,31.3404426727402,31.2399348399167,31.6053761203912,32.7885259117182,33.9344418657848,31.7124104468343,31.1583523007283,31.7189533089365,31.7673307646963,31.8543421796514,31.086374908741,,31.3369449541055,31.9045395236513,,32.0044404373465,31.9275168024201,31.9727811470468,31.5154897588295,31.3943925234785,31.9116208183442
G3YG58,29.9764301237024,,,,28.0350618755937,,,,,30.5932666724245,,30.9566193424587,,,26.6996750320337,,,,,26.7170571127947,,26.4342606560385,27.5166062084553,,30.6724531992682,,29.9499583487117,31.1376521398288,25.7454346618766,26.7867918333449,27.1371722293208,,27.7542512786571,,28.1017980967508,24.5061808001466,22.4488868634669,24.0729790998539,24.3645442685439,,25.4987398714208,27.0051137800385,22.7118386053736,27.0006195991411,27.0113356084279,26.9857874327794,26.4047000472134,26.6538997763188,,25.3314336372244,30.7299157904239
G3YG69,31.9309469690148,31.1645522859314,31.7741747829136,32.138258895846,32.0620186494134,31.5004819165552,29.8760134731986,29.8783778341511,30.128302048747,31.2662025790751,31.0503284042245,30.9382204760409,31.3256889320692,31.4807180900995,31.8134949566866,31.3891726651489,31.6263215032858,31.2681664071678,31.5291531632965,32.2504383870653,31.6552752632204,32.1137101286122,32.1534953803553,31.8287281551984,31.4172077518721,31.2468626178243,31.3953361687112,31.7618850378178,32.1262315126804,31.3398765701203,31.585675798298,32.1525937762244,31.3331161981792,31.684583080675,32.2301448700215,32.2418576226838,31.6792599145867,31.7251420944143,32.1054513340294,32.4363970330561,31.7740892314411,31.6946269039643,32.0661332385134,31.9954427913098,31.8278635706187,31.8364804420397,31.3747804075201,31.6240513277012,31.6376647911653,31.8622952341508,32.0000274311292
G3YGC7,29.1944616701599,28.8937161470357,30.2013584527069,30.1246130544277,29.6688901553373,30.2363037806785,29.2652548082706,29.4587875319526,29.4231154336906,29.8783697251488,29.1370474917948,29.8038277283669,29.555073989841,28.779876575755,29.4913155412854,29.7630454931373,28.7866151708078,28.7378436587132,29.4397595533019,29.3660697616843,29.2807960807593,29.5042947526934,29.3379930741693,29.4062048143602,29.4838727563973,29.5043415482925,29.7513839314689,29.4180526506984,28.6933229043835,34.5302203854993,29.5171405266901,29.5453870296816,29.7227893923175,29.3240710426462,29.7245919436402,29.5454796187371,34.8000572982716,29.4314148180617,29.0519538240133,29.1634534767882,29.4006200452739,29.6549186743701,29.3516225178832,28.5647690296485,29.0681961415094,30.1295811497004,28.4872837247847,29.3617447035251,29.4564794782547,29.5143277082369,29.6224155680691
G3YGL6,31.4740772327627,31.9245742164524,32.0967338452452,31.5292081427266,32.7919097905359,32.558605251755,32.4816459632293,32.4801358711788,31.8608112138587,31.6958130084212,31.8791248422092,32.0861000447747,31.789688130927,32.0411782075708,31.9495332935012,31.5483847624668,31.6472757966956,31.7101624270953,32.2698410741914,31.7631966616741,32.1171102174309,31.6267924594179,31.7475546518211,31.2325147355857,31.4940489492083,31.590739063468,31.6999841622629,31.8962226472368,31.1382533307759,31.5481931867955,31.6716816804307,31.5170036888048,31.6815594130433,31.3840144401707,31.2857485954924,30.6958498185197,31.3157877655047,31.7740537086164,31.490115323178,31.3806735031105,31.884678280984,31.8400447814265,31.1355572228414,31.4784640843439,31.4071491730076,31.147777437582,31.4604783968987,31.2545787371143,31.371359457576,31.3386530631615,31.8569591173717
G3YGN4,31.1146104352412,31.0678028606106,31.1131841292162,30.7905359250122,30.8455981175189,30.959583648342,31.0228133309161,30.5340852453872,30.9596868538207,31.3083697396656,31.2666519538796,31.249614184796,31.0580012122628,31.3144069143694,31.245246313471,31.1166163984235,31.1053588019024,31.1484895590654,31.1462848982493,30.9636575039379,31.2662442996567,31.1151001591061,31.0536628153905,30.8336455743988,31.0932062085409,31.1003940394487,31.3427635909509,31.3065670295666,30.9843758085735,31.3275399012301,31.2716160285241,31.0761405216354,31.1262269453378,31.0239746504404,31.6454118642188,31.386876547597,30.7919972855942,31.2712303159714,31.2533344035282,31.4309673708437,31.167306918956,31.0450451357238,31.199698082042,31.0309723261825,30.9162019335007,30.8967899640692,31.0371864579521,31.2908592542049,31.0373810564955,31.1766349439167,31.0785436113088
G3YGP3,29.7049846504286,,,31.2289635709147,31.6067516869618,31.6711205163044,31.3128216492003,30.3095490062767,31.4037167942755,30.498547371915,29.8811122662448,30.1598135815025,,,,,,,,,,,,,,,,28.8200758845834,,,,,,29.8256171254663,31.1096141567234,30.1231163260263,31.610390674926,,29.4393810600275,29.2974810704848,28.8464743611729,,,,,,,,32.6243474906142,,28.3966045290104
G3XMB5,34.407145209135,34.7085888038606,34.5555805846679,33.9422839923173,34.7918814349337,34.6983143942483,34.9692634600845,34.4123839366627,34.6772778322229,34.7126194129858,34.6452364604355,34.1496693252069,34.5764322296948,34.502956576075,34.4607208878322,34.6979960288689,34.3683309343488,34.7093405316892,33.8891707992166,,,34.5811304167783,34.1844557104101,,34.5611380252919,34.1809373933941,34.620111524293,34.4982247373963,34.2181012675699,34.3606711468306,34.5027811828908,34.5901425195436,34.7253473819748,34.7662159927715,35.2678581334313,35.1105482791924,34.6943771993312,34.7180041898413,34.7608919493793,34.8631043678379,34.2569279352954,34.7251651165934,34.7628876629905,34.6115358642548,34.6274268981497,34.7508319089033,34.6151253978112,34.5204027773514,34.5837105755418,34.6400756335807,34.9328702143867
G3XML7,32.6964877413501,32.882603402723,32.6787798114873,32.5729284618963,32.56469285194,32.756633877145,33.0295347450512,32.3777818333609,32.6537574417087,32.6168983260313,32.4756046653277,32.5879938104559,32.9765237170644,33.1829416849068,32.9130536113741,32.8564736554491,32.7585726082436,32.8294830987254,32.7714852752568,33.1219413832467,32.8472510987191,33.0919798187374,32.9574694300037,33.1307239222463,32.6773381964252,32.9849488614377,32.7398384244398,32.8038445172305,32.5131249405934,32.6934802037192,32.8492190511571,33.0153394380281,32.8830443216275,32.6061219037236,32.6944179925963,32.9112775288748,33.3205599388755,32.7735867796003,33.039440769203,32.8559992556276,32.7948723933434,33.1007952279785,32.9624399003563,33.0544060402064,32.7727963849928,32.7936115189925,32.6481691985532,32.7195771393399,32.9948959460824,32.6235582022516,33.035089507548
G3XMT9,27.3917014931643,,,27.6607365939429,28.1962926584115,,29.0540414947067,28.8422116957527,28.7581326047672,27.8026635694838,29.0976344730002,29.6684104318429,29.1958421884389,29.5777808707153,29.5070299540913,28.740892658902,28.7247522446309,,27.6968579736169,,26.3727228070958,29.6400627254866,,,29.5589621194009,28.1702243754395,27.9687298096148,28.2639849101214,26.7226287541945,28.7634919686479,29.6596857650896,,,29.7470888557612,30.0283722682925,,,28.6483496239467,,29.0772416043918,27.2230536862308,29.0390386244893,28.6028545553106,28.9843510980672,,28.7613214193636,28.0307551949641,27.9789467799756,,,29.6833470330457
G3XMU6,30.9893032474188,30.7662035343767,30.6157661972742,30.4154634609235,30.5253296145579,29.9681136597804,30.7406758534473,30.3846100792247,30.5784902204513,30.2981054871,30.1968531735931,30.6734935186855,30.5668627928459,30.4624755000072,30.2548462157858,,,,,29.8951009261297,30.0098243920825,,30.772818398841,29.8064192377472,,30.1134891311624,30.403165530031,30.5784250296965,,,30.1112265981074,,30.1999802570851,30.348876857674,30.7552464769349,30.3604096500206,30.4652120627376,30.1301636597817,,30.464334925214,,30.3041087097745,30.1119439690069,,,30.2845064771631,,30.0194188448001,30.093842233561,29.9545703744236,30.6691500551666
G3XLT9,,,,,,25.8652806425404,,24.8535181286648,26.6403051986824,26.6643248317218,26.0801534101882,26.6361384289956,,,,25.9401786207122,26.6299080888301,,26.3962546736821,26.2507100524554,25.3429586585737,25.6047666949304,,,,25.7343511316018,25.0040648418312,,25.2047012674656,25.453413717714,,,,,24.9410671003733,25.2731086329676,,,,,,25.6966497393042,,,,,,,25.6858498934039,,
G3XLU8,29.2941956752161,29.9021415314982,29.1679098857967,29.5267105579052,30.4819406732774,29.43471647575,28.6565809021869,28.3649514171709,29.6094191683636,29.4194264364519,29.6300758380439,29.4457663653379,29.7620162611278,30.2410193923498,29.9177940454872,29.0800630187295,29.6285206635996,28.8331277032253,30.6570361610599,29.2008833384239,29.4305016985323,29.3348275488902,29.1344707249132,29.8117641216566,29.4464839510709,29.428303971821,29.2102424351794,28.8849111212896,29.5394226320646,29.3529926474624,29.4362330795981,30.3306003818223,29.1000559312218,29.0563286107883,29.3872240944061,30.3537876279896,30.2789546880481,29.535213396497,29.410505015983,29.4783785853949,29.7368862970558,29.2372080496935,30.6227413326686,29.3806967906561,29.565724678291,30.1200727673771,29.327195130539,29.6785375550998,29.9596684008044,29.6161923060858,29.4762715364454
G3XNC8,29.8389550004971,,29.5114248469809,,32.988140580613,32.6377459646452,,,29.4901063492951,29.700473885109,,,29.2906507737695,29.2043325464088,29.690209863653,,,29.3073791021462,,,,,30.8277495807117,,30.237311282059,29.7767538672464,30.2004405043432,29.4856894414167,29.325819514211,,,29.9116162714848,29.4495571686059,30.9587875830704,30.7622716747539,,,29.5962338774917,30.4948158446566,31.0870395199267,30.2743174569291,30.8478016441493,29.8525164783154,29.7170555587425,28.991811493366,29.6724260438548,,,29.3974978730052,30.0926555388457,29.5695941080824
G3XNG3,32.804558609691,32.5572339056988,32.8099558628963,32.9023704624305,32.5364524838375,32.5352087956553,32.2676650846928,32.1510448502931,32.2861984397486,32.6840524536876,32.7142000767049,32.5108139087525,32.775946858808,32.7111849975409,32.6667355491305,32.6578128591197,33.0005229503414,33.7781119560696,32.702316232282,32.8825683855105,32.8755562089746,32.6918572691253,32.5374312471598,32.6442981179917,32.5007603048383,32.5713772989167,32.5687763526444,32.4733305940395,32.9243089696325,32.6702592569879,32.8519137241205,32.6980866925608,32.6736132274886,32.6020974155814,32.5281275509722,32.594544600812,32.945630474165,32.6476524403172,32.7552024550596,32.6961402035304,32.5998852911349,32.7805052773196,32.5535383979676,32.6432158121396,32.4768684390713,32.6061317218166,32.566076201114,32.5613129304589,32.7692047114355,32.8638675163588,32.6102709740169
G3XP13,,28.9414445788314,,,27.7791997193858,,,27.3068230932116,,,27.4184963773852,,,28.8160881189506,28.4158777828262,28.5986983518043,,28.6606821304063,28.2948452956498,27.2691867600997,,,28.6348926719333,29.2627268339794,,28.2813841247589,28.85383876823,28.8731846629963,28.871216418537,29.3337271674028,,,28.6876728742813,,28.5279598054873,28.260888266026,29.2544419766892,,28.3493908539862,28.9766075126727,,,,,28.3405695277604,,,,29.0161272981211,,
G3XPM7,29.8106850729971,30.4946138598462,,,,,30.0869834645959,,29.8913537972072,30.9101712229009,29.1462109597151,,29.976734850581,30.6584902357345,29.9697653150694,30.7825965182796,30.5409608696142,30.1587188145658,30.0623173405071,30.1578297297334,30.4504325280723,28.6257286899392,30.056600235169,28.6050108240978,30.2397633564011,28.4775805242882,30.3938665747573,31.0593947928178,30.5743567329828,30.5487677617441,30.5679246940696,30.0610953653842,30.5439631660535,30.0425634566728,,28.9000074392877,29.5614455240085,30.5649367990713,30.2667180967512,30.0084657105038,30.1961983664074,30.2861070216255,30.197801669451,,30.3376960277494,28.5533178283339,29.8557496853694,29.8536628835647,30.4992321177846,30.2505626341828,30.6783920866424
G3XPQ2,30.2659529544707,,,,29.5973311568846,30.965495731198,30.7209260682457,30.1399777888288,30.7244461856972,,28.2661470284797,27.5314191407755,,28.0279973248562,30.3703247780847,28.9527526424082,,30.6297385604815,31.3956869042875,30.9092446300248,31.4306919232864,30.1522793744257,30.6046125816446,,30.8559637680844,30.9838844059275,30.2801560010779,28.416422573215,,,,30.2270150144331,30.3517113049054,,,29.2404908325257,,,30.699114027461,28.4871432870672,30.4302231924215,,30.1911062136899,31.0720529014368,30.0769356621088,,30.525306196713,30.1113379030966,30.4772156940097,30.4988136902273,29.5047279857297
G3XPV6,30.6690963689656,30.8528278782839,30.6892835793052,30.3901666621292,30.9462651333351,31.0054325182432,31.5912249159023,31.0658243165175,31.1171521856936,31.3946953552043,30.5735880509963,31.1303376926818,30.9339725986338,31.1193745976195,30.8302768001867,30.5016547919994,30.487990868631,31.0820034779089,31.0951592550426,30.1769154709597,30.002104719373,30.7465771069583,30.5521044764637,29.3250441802215,31.1039704676448,30.8783979499632,30.8592311725863,30.9967554318819,29.80003798062,30.1823527298711,30.9093525589744,30.5642744567392,30.7931487165873,30.8797320043418,30.9907099869333,30.4518622762493,28.5259756214475,30.5369606406629,30.5577476672062,30.9006691914338,30.6453031371463,30.6588734961072,30.857840082293,30.981246160103,30.4107452135178,30.1700496058171,30.6168501578033,30.8417805372342,30.4276704788273,30.4314945496431,30.6146210590265
G3XTI7,,,,,,,34.460050695279,,,,,,,,,,,,,34.3635805721463,34.2846628698595,34.5168828005335,,,,,,,,,,34.3082663211147,,34.1887621935089,,,,,,,,,,,,,,,34.4643586717433,,34.5779000987276
G3XQT1,,29.812981170718,,,,,,,,,,,28.1426361221124,30.1773213398565,,30.8169811667471,30.7060688181279,,,29.6551320527245,,29.6695077487088,,30.6596206267672,29.9832951132362,,29.9082135725698,30.0534773759116,30.2542157805105,28.9435672941944,29.9210898906113,30.5530460015191,,,29.6353117916106,,31.7668317695868,30.5497790231208,31.3799253956794,29.3939206106711,30.1957945651708,29.9030427047906,31.2742403453812,31.0550332029142,30.7138852261954,,,,30.5877282991688,30.4440545621839,30.5594010728876
G3XR12,27.7503799437906,28.5000748853955,28.1024655908464,,,,29.7707981970333,,29.0424787689255,28.1797892977025,,29.4732702136519,,29.4001122140725,28.9476698708419,,,,,27.3928247957329,,,29.0008303512098,,,,,,,28.7659559033929,27.993772239026,28.3112751579881,29.2424757321044,30.1783934296557,,25.4702067635037,26.6049765152397,28.692967014802,,,29.6826682625077,28.7844409424211,29.1491913638622,,,,,,,28.5147573773679,
G3XS45,27.4768346966252,28.0183349491903,28.1892446164315,27.4762508425484,28.3694511086271,27.2332302867261,28.2764688864531,28.0818591181149,27.6849439802854,,27.646145730389,27.6209554663235,27.1165765798415,28.4086652162581,27.8932371820477,27.5433684858171,27.279735638743,27.7346388079176,27.8137342571229,27.3595294307702,27.1282595926638,27.9445316579429,27.9393795133911,27.528638708263,27.8244663447588,,27.8049809481545,27.3307859370121,26.8660085035578,27.2002513937556,,26.311916787251,,28.1576135979256,28.5733255310198,27.3509946820153,27.8895872387524,27.2504015027442,27.3764078013161,28.1788213248809,,27.4566796319096,27.6984229232352,27.6884777559538,27.8021848687788,27.9833366709068,27.639098690472,27.499884636275,26.9485603496242,25.7089227121409,28.4792423630975
G3XSK5,32.8966606603195,32.8926140355323,32.8425552218365,32.9199802797666,33.051300499126,33.1388145405138,33.1256218989994,33.4215663414161,33.2148654497555,32.8081901207701,32.9760230505075,32.7608261817146,32.9351899245503,32.8203404202088,32.7270621097566,32.9235193865729,32.9081734886641,33.0146657463796,32.8243786170415,33.0071049150715,33.0799915338899,32.7615864208992,32.6450206126963,32.8370908871592,32.8858231319622,32.8498507002319,32.9012297157624,32.9122270664054,32.9053014724421,32.8457490006712,32.9323972025077,32.7643984306453,32.7255116796404,32.9011865752855,32.9556617303449,32.9507653101039,32.6656763996302,32.753601233515,32.8250314203828,32.7372260468619,32.6855082350304,32.8206545495798,32.8553121517614,32.6994188101141,32.9264649930604,32.7100415904234,32.7571374013717,32.8069220031885,32.8658860386304,32.8033823753806,32.8217206919081
G3XSL2,31.9517358633955,31.850176882574,31.9235000836971,32.2157029669943,32.0791959839588,32.0091553272663,31.8688792588353,31.9342185408534,31.9088389895828,31.9686233930884,31.8054642282028,31.6023034865065,31.8254703923807,31.8123826814763,31.7652666031124,31.618719217909,31.5470303761442,31.5543097492555,31.6158263232078,31.9511364958441,31.8419400131472,31.5926337893999,31.6625481692874,31.6277889167183,31.6021417732933,31.6876176128979,32.0345926291318,31.8750661695511,31.8681252431442,31.8006281555085,31.8272508406141,31.9173793566474,31.6427926419374,31.9092668387076,31.9612989591792,31.856011478341,31.9603003368384,31.7421010459192,31.8730961618687,31.7915588391333,31.7822826137433,31.9501229385763,31.7645109624264,31.8216555843858,31.7451771165443,31.4788820926626,31.6976094525264,31.6580839442865,31.6986972875089,31.7304516029922,31.731728791028
G3XT32,35.7958213430677,36.1858869878922,35.8787833300499,36.3214254105376,36.9502453200138,36.9191722867028,36.1953129987884,36.1040727953069,36.2619050079872,36.367087300159,36.5309703424743,36.0777208150513,35.8054763129829,35.99403662496,35.7966775263815,35.7654578586606,35.5393409656146,35.6026966066652,36.2021119661958,36.0408043601477,36.1536633855255,35.822743492863,35.5986456137633,35.7334078270503,35.9131897709438,35.7200968338161,35.8249658134464,35.7701249404179,35.7382211955495,35.8220952566179,35.7072805528115,35.725075261261,35.6798031951944,34.9691012245489,35.7207603176662,35.9060893798802,35.3048747422286,35.4220910736183,35.5033674831596,35.7455514178284,35.5754491104274,35.6610863064261,35.0606842599977,35.4612124037123,35.6413048436689,35.1516190301963,35.2347783260261,35.3447815857275,35.8830860674915,35.7680090803608,35.9038177763043
G3XT47,,,30.012583912904,,,29.9626556736545,29.010906654802,,,29.9419385116172,29.4496852243165,29.2277058676275,29.4629039322608,,29.7236744608289,29.3609417752903,,,,,29.525213164123,29.5791121131768,29.4677380619738,,28.9039917223498,,,29.8018420519664,,,29.5782126062356,,29.4759650978651,29.4513451238366,,,,29.0920524640926,,,28.9572268020126,,,,,,,,,,
G3XT64,,,,27.3911069992938,27.1948452188644,25.1360798332978,26.8870515575174,,,,25.4102588759376,,,,,,,,25.2498763855178,,26.0033426462022,,,,,,,,,,,,,25.9318960095164,,26.8687315910041,25.5985773368768,,25.3814974242718,,,,,,,,,,,,
G3XT71,32.8885883086559,33.988702744783,33.8145748540911,33.1697517571249,,33.7705029691456,32.8204428217648,33.0932337205874,32.2712419195431,33.1597092991517,33.1185440879632,33.1988219512418,33.2438608646072,32.9539490544714,33.4134266648982,32.6729901310499,32.6623355483753,33.0056219625426,34.9312289777772,34.9402700671641,35.343862205277,33.0851750820164,33.5086123872855,33.4106969091791,33.4031282322817,33.3874552393961,33.187909835607,33.0416506015388,32.798787470409,32.643045133422,32.6728913447849,33.1595102866128,32.1462896027009,32.6294973455567,,32.6868295674372,33.0177314082645,33.4297274659572,33.1648929989671,32.4480420393772,33.2819288803072,32.7504730949514,33.1207281102141,32.6849010631418,32.9432386336797,33.0269313671505,33.397448056622,32.9205521239292,33.963232225588,33.8712335378865,33.8989768058652
G3XTN9,24.9808194439036,,26.5705816664977,28.0581404515699,28.1576838252579,28.7626945288101,27.9313478250652,28.1014247512304,27.7142714939861,25.7186463159511,27.5060305553914,27.8384864008759,26.9884603039227,26.8039266249383,26.2976322510874,26.5003810011033,24.4023801240282,26.6102984960545,,24.8581974551529,26.0139408853728,25.071600035821,,25.6657333975038,25.5387739008976,26.201745649304,26.5581727856289,25.7965179832073,,27.4124530963065,,24.8995538336775,26.8989202327442,27.832667047245,28.0722857994228,,,,25.9081981204381,,26.0115351321374,26.3610478313647,,25.004343840013,,27.108151260677,,25.0617150626759,,,
G3XTX4,,,,32.0681292335465,32.2227254530954,31.6180858821805,29.5055806959636,31.4014849420818,29.7764362405655,29.5583378265505,29.2398441809508,,,,,27.9058675506072,28.579650951876,,,28.9331761297701,29.0678306608931,,,,,27.8892628466388,28.2547677604302,,,29.3477555887896,,26.9597065041091,30.6793711759234,32.0272347024679,29.4262588075902,29.713076447734,,,,,28.9815750176573,,32.1229821510888,,,27.9623703962534,28.0610699907594,,,31.1603100391377,
G3XQL7,26.0201724462758,25.5777243335358,26.1394878652215,,25.551699528109,26.0409503626342,27.9215969202917,23.7367068041142,27.7046369538696,,28.0817371523798,27.3118217056947,28.5382524202019,28.3930975225602,27.7202508360861,28.6191271910793,27.5344914663552,28.5667777453638,27.8232797580372,25.4155798085074,27.024632971492,28.3757843389816,28.0730115787622,24.427346097043,27.8889391219485,27.6859633318715,27.6187069553748,26.6196899872468,25.8953631098467,27.06769172669,27.4458859091793,25.91266592195,28.604955099276,27.5740523493937,25.8995025523923,21.5944358366444,,27.5078719825653,28.039324723507,27.4888084180501,27.1402137501654,26.9094083300132,28.1896403534918,27.9391246415874,22.3416254557579,29.1030660379049,28.4101170343696,28.7220844995739,26.5190407785752,27.0621477069955,
G3XR60,32.6100377098514,32.3794252617016,32.3735862552275,32.6190154816617,32.7467554782755,32.6386228575054,32.6957149910513,32.7284527925115,32.5795031172018,32.7000725186397,32.6987322850736,32.7504058861425,32.2697046844744,32.495248795368,32.5445141020985,32.5951140810903,32.3789047137155,32.4075335815601,32.7773336388112,32.7085993968321,32.6878255392303,32.4859295817891,32.2250620065761,32.5338551237141,32.5567655775957,32.5269114735809,32.4677655246517,32.4897051132312,32.5047083778133,32.6498247080849,32.6967427023685,32.5856924641407,32.5457964223578,32.2160831932324,32.6886948406032,33.0024649309084,32.6301221545099,32.4644469605795,32.5741886180071,32.5179724920909,32.4156582801663,32.5354791124634,32.2971947605833,32.3743132287635,32.5678449008763,31.5130857390736,32.1682874987387,32.4639720945333,32.5666775054513,32.6123692556442,32.3086544002491
G3XRG6,29.2454919231471,28.7977232096548,29.0577109706606,28.8804899063027,29.5193127233504,29.1414314081199,29.2749279822019,29.4303231850539,28.9078576828517,29.4919698163355,29.3119651336683,29.0446907809985,28.7775717693417,28.9367978740374,28.9052676296342,29.1448914151281,29.2075477461973,28.9448875744203,29.1145093900513,29.180625334099,29.4847740016628,29.1841227616761,28.9823365257371,28.8702056929541,28.8748286601736,28.9201687615196,28.8221010555062,28.9393942417659,29.0510882220878,29.5619217397127,29.4078053387636,28.8498083198313,29.0747746145754,28.9207439000338,28.8083182440441,29.2255644042883,29.5046019531373,29.329000964357,29.2887218432291,29.2353040381082,29.2270591844683,29.1704049047846,29.2321731090828,29.0615707232992,28.9654313873408,28.8862147159342,29.0407898402378,28.4072902461661,28.926270178316,28.7672567031419,28.8968800431755
